id,date,source_medium,sessions,users,new_users,transactions,purchase_revenue,add_to_carts,checkouts,created_at
266,2025-04-09,linktr.ee / referral,2,1,1,0,0.00,0,0,2026-03-13 11:32:46.941318+00
220,2025-04-09,(direct) / (none),28,27,23,1,110.30,1,2,2026-03-13 11:32:46.941318+00
233,2025-04-09,meta / cpc,13,13,13,0,0.00,0,0,2026-03-13 11:32:46.941318+00
238,2025-04-09,l.instagram.com / referral,11,11,9,0,0.00,1,1,2026-03-13 11:32:46.941318+00
243,2025-04-09,google / organic,8,7,3,0,0.00,0,1,2026-03-13 11:32:46.941318+00
244,2025-04-09,(not set),7,7,0,0,0.00,0,0,2026-03-13 11:32:46.941318+00
250,2025-04-09,behance.net / referral,4,2,2,0,0.00,0,0,2026-03-13 11:32:46.941318+00
280,2025-04-10,facebook / paid,122,122,112,1,194.30,3,1,2026-03-13 11:32:48.008264+00
288,2025-04-10,(direct) / (none),29,26,18,0,0.00,0,0,2026-03-13 11:32:48.008264+00
295,2025-04-10,google / organic,13,11,8,0,0.00,0,0,2026-03-13 11:32:48.008264+00
306,2025-04-10,meta / cpc,6,6,6,0,0.00,0,0,2026-03-13 11:32:48.008264+00
309,2025-04-10,l.instagram.com / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:48.008264+00
316,2025-04-10,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
320,2025-04-10,m.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:48.008264+00
326,2025-04-10,m.facebook.com / paid,1,1,1,0,0.00,0,0,2026-03-13 11:32:48.008264+00
282,2025-04-11,facebook / paid,65,64,55,0,0.00,0,0,2026-03-13 11:32:48.008264+00
291,2025-04-11,(direct) / (none),23,21,17,0,0.00,0,0,2026-03-13 11:32:48.008264+00
298,2025-04-11,google / organic,10,9,7,0,0.00,1,0,2026-03-13 11:32:48.008264+00
299,2025-04-11,l.instagram.com / referral,10,9,8,0,0.00,0,0,2026-03-13 11:32:48.008264+00
310,2025-04-11,(not set),5,5,1,0,0.00,0,0,2026-03-13 11:32:48.008264+00
321,2025-04-11,app.clickup.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
322,2025-04-11,meta / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:48.008264+00
327,2025-04-11,facebook / display,1,1,1,0,0.00,0,0,2026-03-13 11:32:48.008264+00
328,2025-04-11,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:48.008264+00
279,2025-04-12,l.instagram.com / referral,195,193,194,4,143.50,26,19,2026-03-13 11:32:48.008264+00
283,2025-04-12,facebook / paid,62,62,52,0,0.00,0,0,2026-03-13 11:32:48.008264+00
286,2025-04-12,(direct) / (none),34,33,32,0,0.00,1,1,2026-03-13 11:32:48.008264+00
289,2025-04-12,google / organic,27,18,18,0,0.00,7,6,2026-03-13 11:32:48.008264+00
307,2025-04-12,meta / cpc,6,6,6,0,0.00,0,0,2026-03-13 11:32:48.008264+00
317,2025-04-12,(not set),3,3,2,0,0.00,0,0,2026-03-13 11:32:48.008264+00
318,2025-04-12,shopify.com / referral,3,2,1,0,0.00,1,1,2026-03-13 11:32:48.008264+00
323,2025-04-12,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:48.008264+00
329,2025-04-12,IGShopping / Social,1,1,1,0,0.00,0,0,2026-03-13 11:32:48.008264+00
281,2025-04-13,facebook / paid,76,75,65,0,0.00,1,0,2026-03-13 11:32:48.008264+00
285,2025-04-13,(direct) / (none),43,33,24,0,0.00,1,3,2026-03-13 11:32:48.008264+00
287,2025-04-13,l.instagram.com / referral,31,30,30,1,110.30,2,2,2026-03-13 11:32:48.008264+00
292,2025-04-13,meta / cpc,22,22,22,0,0.00,0,0,2026-03-13 11:32:48.008264+00
311,2025-04-13,google / organic,5,4,4,0,0.00,0,0,2026-03-13 11:32:48.008264+00
313,2025-04-13,linktr.ee / referral,4,2,2,0,0.00,0,0,2026-03-13 11:32:48.008264+00
319,2025-04-13,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
284,2025-04-14,facebook / paid,46,46,41,1,141.30,9,1,2026-03-13 11:32:48.008264+00
290,2025-04-14,(direct) / (none),26,21,17,0,0.00,8,3,2026-03-13 11:32:48.008264+00
297,2025-04-14,google / organic,12,11,8,0,0.00,1,1,2026-03-13 11:32:48.008264+00
312,2025-04-14,(not set),5,4,3,0,0.00,0,0,2026-03-13 11:32:48.008264+00
314,2025-04-14,meta / cpc,4,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
324,2025-04-14,IGShopping / Social,2,2,2,0,0.00,1,0,2026-03-13 11:32:48.008264+00
330,2025-04-14,shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
294,2025-04-14,l.instagram.com / referral,16,14,12,1,77.00,3,1,2026-03-13 11:32:48.008264+00
293,2025-04-15,l.instagram.com / referral,21,21,20,0,0.00,2,1,2026-03-13 11:32:48.008264+00
296,2025-04-15,(direct) / (none),13,11,9,0,0.00,1,4,2026-03-13 11:32:48.008264+00
300,2025-04-15,facebook / paid,10,10,10,0,0.00,0,0,2026-03-13 11:32:48.008264+00
302,2025-04-15,google / organic,9,4,4,0,0.00,0,0,2026-03-13 11:32:48.008264+00
308,2025-04-15,linktr.ee / referral,6,3,3,0,0.00,0,0,2026-03-13 11:32:48.008264+00
331,2025-04-15,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
332,2025-04-15,ecosia.org / organic,1,1,1,0,0.00,0,0,2026-03-13 11:32:48.008264+00
333,2025-04-15,meta / cpc,1,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
301,2025-04-16,facebook / paid,10,10,10,0,0.00,0,0,2026-03-13 11:32:48.008264+00
303,2025-04-16,(direct) / (none),8,3,0,0,0.00,0,1,2026-03-13 11:32:48.008264+00
304,2025-04-16,google / organic,8,7,5,0,0.00,0,0,2026-03-13 11:32:48.008264+00
305,2025-04-16,l.instagram.com / referral,8,8,7,0,0.00,0,0,2026-03-13 11:32:48.008264+00
315,2025-04-16,(not set),4,4,1,0,0.00,0,0,2026-03-13 11:32:48.008264+00
325,2025-04-16,behance.net / referral,2,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
334,2025-04-16,ecosia.org / organic,1,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
335,2025-04-16,facebook / (not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
336,2025-04-16,meta / cpc,1,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
337,2025-04-16,shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:48.008264+00
340,2025-04-17,(direct) / (none),17,14,10,0,0.00,0,1,2026-03-13 11:32:49.195862+00
341,2025-04-17,facebook / paid,16,16,16,0,0.00,0,0,2026-03-13 11:32:49.195862+00
345,2025-04-17,google / organic,13,12,11,0,0.00,0,0,2026-03-13 11:32:49.195862+00
347,2025-04-17,l.instagram.com / referral,12,12,13,1,110.30,2,2,2026-03-13 11:32:49.195862+00
362,2025-04-17,bing / organic,4,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
369,2025-04-17,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
370,2025-04-17,behance.net / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
371,2025-04-17,docs.google.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
372,2025-04-17,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
373,2025-04-17,meta / cpc,1,1,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
355,2025-04-18,facebook / paid,7,7,5,0,0.00,0,0,2026-03-13 11:32:49.195862+00
357,2025-04-18,(direct) / (none),6,5,3,0,0.00,0,1,2026-03-13 11:32:49.195862+00
358,2025-04-18,l.instagram.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:32:49.195862+00
363,2025-04-18,google / organic,4,4,3,0,0.00,0,0,2026-03-13 11:32:49.195862+00
374,2025-04-18,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
375,2025-04-18,shopify.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
342,2025-04-19,(direct) / (none),15,15,14,0,0.00,0,0,2026-03-13 11:32:49.195862+00
350,2025-04-19,facebook / paid,11,11,10,0,0.00,0,0,2026-03-13 11:32:49.195862+00
359,2025-04-19,l.instagram.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:32:49.195862+00
364,2025-04-19,google / organic,4,3,3,0,0.00,0,0,2026-03-13 11:32:49.195862+00
367,2025-04-19,(not set),2,2,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
376,2025-04-19,bing / organic,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
377,2025-04-19,shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
353,2025-04-20,(direct) / (none),9,8,8,0,0.00,0,3,2026-03-13 11:32:49.195862+00
354,2025-04-20,facebook / paid,8,8,8,0,0.00,0,0,2026-03-13 11:32:49.195862+00
360,2025-04-20,google / organic,5,2,3,0,0.00,0,0,2026-03-13 11:32:49.195862+00
365,2025-04-20,(not set),4,4,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
378,2025-04-20,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
351,2025-04-21,facebook / paid,11,11,11,0,0.00,0,0,2026-03-13 11:32:49.195862+00
356,2025-04-21,(direct) / (none),7,5,4,0,0.00,3,1,2026-03-13 11:32:49.195862+00
361,2025-04-21,l.instagram.com / referral,5,5,4,0,0.00,1,0,2026-03-13 11:32:49.195862+00
339,2025-04-22,google / organic,25,19,16,0,0.00,4,1,2026-03-13 11:32:49.195862+00
346,2025-04-22,(direct) / (none),13,8,6,0,0.00,0,0,2026-03-13 11:32:49.195862+00
348,2025-04-22,facebook / paid,12,12,12,0,0.00,0,0,2026-03-13 11:32:49.195862+00
368,2025-04-22,(not set),2,2,2,0,0.00,0,0,2026-03-13 11:32:49.195862+00
379,2025-04-22,docs.google.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
380,2025-04-22,instagram.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
381,2025-04-22,linkedin.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
382,2025-04-22,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
383,2025-04-22,shopify.com / referral,1,1,0,0,0.00,2,0,2026-03-13 11:32:49.195862+00
338,2025-04-23,(direct) / (none),30,23,16,0,0.00,1,2,2026-03-13 11:32:49.195862+00
343,2025-04-23,facebook / paid,15,15,15,1,110.30,2,3,2026-03-13 11:32:49.195862+00
344,2025-04-23,l.instagram.com / referral,14,13,12,0,0.00,1,1,2026-03-13 11:32:49.195862+00
349,2025-04-23,google / organic,12,9,4,0,0.00,5,2,2026-03-13 11:32:49.195862+00
352,2025-04-23,linkedin.com / referral,11,11,11,0,0.00,0,0,2026-03-13 11:32:49.195862+00
366,2025-04-23,(not set),3,3,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
384,2025-04-23,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
385,2025-04-23,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:49.195862+00
386,2025-04-23,meta / cpc,1,1,0,0,0.00,0,0,2026-03-13 11:32:49.195862+00
388,2025-04-24,(direct) / (none),21,14,9,0,0.00,1,3,2026-03-13 11:32:50.031688+00
396,2025-04-24,facebook / paid,11,11,10,0,0.00,0,0,2026-03-13 11:32:50.031688+00
400,2025-04-24,l.instagram.com / referral,8,8,8,0,0.00,0,0,2026-03-13 11:32:50.031688+00
407,2025-04-24,google / organic,5,4,3,0,0.00,0,0,2026-03-13 11:32:50.031688+00
412,2025-04-24,IGShopping / Social,4,4,4,0,0.00,3,1,2026-03-13 11:32:50.031688+00
425,2025-04-24,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
426,2025-04-24,linkedin.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
427,2025-04-24,meta / cpc,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
389,2025-04-25,(direct) / (none),19,10,6,1,37.80,0,1,2026-03-13 11:32:50.031688+00
391,2025-04-25,facebook / paid,15,15,15,0,0.00,0,0,2026-03-13 11:32:50.031688+00
408,2025-04-25,l.instagram.com / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:50.031688+00
415,2025-04-25,google / organic,3,3,3,0,0.00,0,0,2026-03-13 11:32:50.031688+00
419,2025-04-25,(not set),2,2,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
394,2025-04-26,(direct) / (none),12,7,6,0,0.00,0,0,2026-03-13 11:32:50.031688+00
409,2025-04-26,google / organic,5,3,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
413,2025-04-26,l.instagram.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:50.031688+00
416,2025-04-26,facebook / paid,3,3,2,0,0.00,0,0,2026-03-13 11:32:50.031688+00
428,2025-04-26,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
390,2025-04-27,facebook / paid,16,16,15,0,0.00,0,0,2026-03-13 11:32:50.031688+00
395,2025-04-27,(direct) / (none),12,10,8,0,0.00,0,0,2026-03-13 11:32:50.031688+00
402,2025-04-27,l.instagram.com / referral,7,7,7,0,0.00,0,0,2026-03-13 11:32:50.031688+00
405,2025-04-27,google / organic,6,5,5,1,31.50,2,1,2026-03-13 11:32:50.031688+00
420,2025-04-27,IGShopping / Social,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.031688+00
429,2025-04-27,(not set),1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
387,2025-04-28,(direct) / (none),25,20,17,1,110.30,11,4,2026-03-13 11:32:50.031688+00
392,2025-04-28,facebook / paid,14,14,13,0,0.00,0,0,2026-03-13 11:32:50.031688+00
397,2025-04-28,google / organic,10,5,3,0,0.00,8,2,2026-03-13 11:32:50.031688+00
403,2025-04-28,l.instagram.com / referral,7,7,7,0,0.00,0,0,2026-03-13 11:32:50.031688+00
406,2025-04-28,(not set),6,6,0,0,0.00,0,0,2026-03-13 11:32:50.031688+00
417,2025-04-28,facebook.com / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:50.031688+00
421,2025-04-28,m.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.031688+00
422,2025-04-28,service.pagbrasil.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:32:50.031688+00
430,2025-04-28,l.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:50.031688+00
431,2025-04-28,meta / cpc,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
393,2025-04-29,(direct) / (none),13,8,5,0,0.00,0,4,2026-03-13 11:32:50.031688+00
399,2025-04-29,facebook / paid,9,9,8,0,0.00,0,0,2026-03-13 11:32:50.031688+00
404,2025-04-29,google / organic,7,4,1,0,0.00,2,0,2026-03-13 11:32:50.031688+00
423,2025-04-29,linktr.ee / referral,2,1,2,0,0.00,0,0,2026-03-13 11:32:50.031688+00
424,2025-04-29,shopify.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:32:50.031688+00
432,2025-04-29,app.clickup.com / referral,1,1,0,0,0.00,2,0,2026-03-13 11:32:50.031688+00
433,2025-04-29,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
398,2025-04-30,(direct) / (none),10,8,4,0,0.00,1,4,2026-03-13 11:32:50.031688+00
401,2025-04-30,google / organic,8,6,4,0,0.00,0,0,2026-03-13 11:32:50.031688+00
410,2025-04-30,facebook / paid,5,5,4,0,0.00,0,0,2026-03-13 11:32:50.031688+00
411,2025-04-30,l.instagram.com / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:50.031688+00
414,2025-04-30,(not set),4,4,3,0,0.00,0,0,2026-03-13 11:32:50.031688+00
418,2025-04-30,google / cpc,3,3,3,0,0.00,0,0,2026-03-13 11:32:50.031688+00
434,2025-04-30,admin.shopify.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.031688+00
435,2025-04-30,meta / cpc,1,1,0,0,0.00,0,0,2026-03-13 11:32:50.031688+00
436,2025-04-30,shopify_email / email,1,1,0,0,0.00,0,0,2026-03-13 11:32:50.031688+00
469,2025-05-01,google / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
481,2025-05-01,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
482,2025-05-01,linktr.ee / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
483,2025-05-01,m.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
448,2025-05-01,facebook / paid,16,16,15,0,0.00,0,0,2026-03-13 11:32:50.917718+00
450,2025-05-01,(direct) / (none),15,13,11,0,0.00,0,0,2026-03-13 11:32:50.917718+00
454,2025-05-01,l.instagram.com / referral,9,9,8,0,0.00,2,2,2026-03-13 11:32:50.917718+00
465,2025-05-01,google / organic,3,2,0,0,0.00,4,0,2026-03-13 11:32:50.917718+00
484,2025-05-02,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
485,2025-05-02,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
486,2025-05-02,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
487,2025-05-02,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
488,2025-05-02,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
446,2025-05-02,facebook / paid,17,17,15,1,104.78,4,2,2026-03-13 11:32:50.917718+00
457,2025-05-02,(direct) / (none),6,4,4,0,0.00,0,0,2026-03-13 11:32:50.917718+00
458,2025-05-02,google / organic,6,4,3,0,0.00,0,0,2026-03-13 11:32:50.917718+00
463,2025-05-02,l.instagram.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:50.917718+00
470,2025-05-03,google / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
471,2025-05-03,l.instagram.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
489,2025-05-03,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
490,2025-05-03,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
452,2025-05-03,facebook / paid,12,11,11,0,0.00,0,0,2026-03-13 11:32:50.917718+00
466,2025-05-03,(direct) / (none),3,3,4,0,0.00,0,0,2026-03-13 11:32:50.917718+00
467,2025-05-04,google / cpc,3,3,3,0,0.00,0,0,2026-03-13 11:32:50.917718+00
472,2025-05-04,linktr.ee / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
491,2025-05-04,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
449,2025-05-04,facebook / paid,16,16,16,0,0.00,0,0,2026-03-13 11:32:50.917718+00
453,2025-05-04,l.instagram.com / referral,10,10,10,0,0.00,0,0,2026-03-13 11:32:50.917718+00
459,2025-05-04,(direct) / (none),6,6,5,0,0.00,1,1,2026-03-13 11:32:50.917718+00
473,2025-05-05,meta / cpc,2,1,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
492,2025-05-05,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
438,2025-05-05,facebook / paid,43,42,41,0,0.00,0,0,2026-03-13 11:32:50.917718+00
442,2025-05-05,l.instagram.com / referral,21,20,20,0,0.00,1,1,2026-03-13 11:32:50.917718+00
443,2025-05-05,(direct) / (none),18,16,12,0,0.00,3,4,2026-03-13 11:32:50.917718+00
456,2025-05-05,google / organic,8,5,3,0,0.00,0,0,2026-03-13 11:32:50.917718+00
464,2025-05-05,(not set),4,4,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
437,2025-05-06,facebook / paid,59,56,53,0,0.00,0,0,2026-03-13 11:32:50.917718+00
468,2025-05-06,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
474,2025-05-06,google / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
475,2025-05-06,linkedin.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
493,2025-05-06,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
444,2025-05-06,(direct) / (none),18,18,15,0,0.00,0,2,2026-03-13 11:32:50.917718+00
445,2025-05-06,l.instagram.com / referral,18,13,10,1,29.75,7,3,2026-03-13 11:32:50.917718+00
447,2025-05-06,google / organic,17,14,8,1,93.75,5,5,2026-03-13 11:32:50.917718+00
451,2025-05-06,meta / cpc,13,13,12,0,0.00,0,0,2026-03-13 11:32:50.917718+00
460,2025-05-06,facebook.com / referral,6,6,6,0,0.00,0,0,2026-03-13 11:32:50.917718+00
461,2025-05-06,app.clickup.com / referral,5,2,0,0,0.00,1,0,2026-03-13 11:32:50.917718+00
476,2025-05-07,(not set) / paid,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
477,2025-05-07,IGShopping / Social,2,1,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
478,2025-05-07,google / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
479,2025-05-07,linkedin.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:50.917718+00
480,2025-05-07,meta / cpc,2,2,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
494,2025-05-07,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:50.917718+00
439,2025-05-07,facebook / paid,40,39,38,0,0.00,0,0,2026-03-13 11:32:50.917718+00
440,2025-05-07,(direct) / (none),23,16,16,0,0.00,1,4,2026-03-13 11:32:50.917718+00
441,2025-05-07,l.instagram.com / referral,23,21,22,0,0.00,0,0,2026-03-13 11:32:50.917718+00
455,2025-05-07,google / organic,9,8,6,1,93.75,4,1,2026-03-13 11:32:50.917718+00
462,2025-05-07,(not set),5,5,0,0,0.00,0,0,2026-03-13 11:32:50.917718+00
500,2025-05-08,facebook / paid,45,45,39,1,35.00,3,2,2026-03-13 11:32:52.043394+00
504,2025-05-08,(direct) / (none),31,22,18,0,0.00,0,0,2026-03-13 11:32:52.043394+00
509,2025-05-08,google / organic,25,15,8,0,0.00,6,13,2026-03-13 11:32:52.043394+00
514,2025-05-08,l.instagram.com / referral,18,17,14,0,0.00,1,1,2026-03-13 11:32:52.043394+00
522,2025-05-08,shopify_email / email,7,4,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
535,2025-05-08,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:52.043394+00
536,2025-05-08,admin.shopify.com / referral,3,3,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
537,2025-05-08,meta / cpc,3,1,0,0,0.00,1,0,2026-03-13 11:32:52.043394+00
543,2025-05-08,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
544,2025-05-08,linkedin.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
557,2025-05-08,google / cpc,1,1,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
558,2025-05-08,service.pagbrasil.com / referral,1,1,0,0,0.00,2,1,2026-03-13 11:32:52.043394+00
559,2025-05-08,shopify.com / referral,1,1,0,0,0.00,1,1,2026-03-13 11:32:52.043394+00
503,2025-05-09,facebook / paid,32,30,26,0,0.00,0,0,2026-03-13 11:32:52.043394+00
506,2025-05-09,l.instagram.com / referral,29,27,25,0,0.00,0,0,2026-03-13 11:32:52.043394+00
507,2025-05-09,(direct) / (none),28,23,17,1,82.87,3,3,2026-03-13 11:32:52.043394+00
518,2025-05-09,google / organic,13,9,5,0,0.00,0,0,2026-03-13 11:32:52.043394+00
538,2025-05-09,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:52.043394+00
539,2025-05-09,linkedin.com / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:52.043394+00
545,2025-05-09,google / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
546,2025-05-09,linktr.ee / referral,2,1,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
547,2025-05-09,shopify_email / email,2,1,0,0,0.00,4,3,2026-03-13 11:32:52.043394+00
560,2025-05-09,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
502,2025-05-10,facebook / paid,37,36,36,0,0.00,0,0,2026-03-13 11:32:52.043394+00
505,2025-05-10,l.instagram.com / referral,31,31,31,0,0.00,0,0,2026-03-13 11:32:52.043394+00
517,2025-05-10,(direct) / (none),15,15,11,0,0.00,4,4,2026-03-13 11:32:52.043394+00
523,2025-05-10,fb / paid,7,7,7,0,0.00,0,0,2026-03-13 11:32:52.043394+00
526,2025-05-10,google / organic,5,4,2,1,132.52,3,1,2026-03-13 11:32:52.043394+00
548,2025-05-10,(not set),2,2,0,0,0.00,0,0,2026-03-13 11:32:52.043394+00
549,2025-05-10,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
550,2025-05-10,linkedin.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
561,2025-05-10,IGShopping / Social,1,1,1,1,97.50,1,1,2026-03-13 11:32:52.043394+00
562,2025-05-10,google / cpc,1,1,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
563,2025-05-10,instagram.com / referral,1,1,0,0,0.00,2,2,2026-03-13 11:32:52.043394+00
564,2025-05-10,l.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
565,2025-05-10,m.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
499,2025-05-11,facebook / paid,58,56,54,0,0.00,0,0,2026-03-13 11:32:52.043394+00
519,2025-05-11,(direct) / (none),12,12,11,0,0.00,0,0,2026-03-13 11:32:52.043394+00
525,2025-05-11,l.instagram.com / referral,6,6,5,0,0.00,0,0,2026-03-13 11:32:52.043394+00
528,2025-05-11,linktr.ee / referral,4,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
551,2025-05-11,(not set) / paid,2,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
552,2025-05-11,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:52.043394+00
566,2025-05-11,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:52.043394+00
567,2025-05-11,google / organic,1,1,1,0,0.00,0,0,2026-03-13 11:32:52.043394+00
498,2025-05-12,facebook / paid,61,61,59,0,0.00,0,0,2026-03-13 11:32:52.043394+00
510,2025-05-12,(direct) / (none),24,22,21,0,0.00,0,0,2026-03-13 11:32:52.043394+00
512,2025-05-12,l.instagram.com / referral,21,20,22,0,0.00,0,0,2026-03-13 11:32:52.043394+00
